"Run.Num"	"Sample.Bag"	"Date.Time"	"Timestamp"	"HR.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean"	"Delta.13CO2.Mean"	"HR.12CH4.Mean"	"HR.13CH4.Mean"	"HP.12CH4.Mean"	"HP.13CH4.Mean"	"bag.."	"sample.ID"	"vol.mL"	"Pssim"	"description"	"Date"	"Time"	"HP.CH4.Mean"	"HR.CH4.Mean"	"XCO2.Mean"	"Patm.mbar"	"Date.ID"	"Patm.torr"	"SSIM.dil.factor"	"delta.HP.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean.corr"	"m.water"	"treatment"	"sample.date"	"sample.depth"	"V.hs.initial"	"sal"	"T.equil"	"hs.removed"
"124"	50	1	"07/08/16 18:57:43"	1468018567.67028	-22.598	9999999	-449.343	78.104	0.858	53.403	9999999	50	73	1	862	" Mtot = 840.64."	"07/08/16"	"18:57:43"	10000052.403	78.962	2.619	1008.41	26	756.369701451507	22.7930864587988	0	9999999	824.425	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"	0
"125"	51	1	"07/08/16 19:07:43"	1468019167.16369	-22.608	9999999	-480.091	75.448	0.829	61.591	9999999	50	73	1	862	" Mtot = 840.64."	"07/08/16"	"19:07:43"	10000060.591	76.277	2.388	1008.41	26	756.369701451507	22.7930864587988	0	9999999	824.425	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"	0
"126"	52	1	"07/08/16 19:18:03"	1468019788.36637	-22.644	9999999	-505.171	76.571	0.841	55.313	9999999	50	73	1	862	" Mtot = 840.64."	"07/08/16"	"19:18:03"	10000054.313	77.412	2.432	1008.41	26	756.369701451507	22.7930864587988	0	9999999	824.425	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"	0
"304"	40	1	"07/14/16 17:44:46"	1468532589.86061	-22.695	9999999	-107.424	72.119	0.794	57.046	9999999	50	73	1	864	" Mtot = 840.46. 31 mM NaOH"	"07/14/16"	"17:44:46"	10000056.046	72.913	5.851	1014	31	760.5625462578	22.7200249144832	0	9999999	824.425	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"	3.3
"305"	41	1	"07/14/16 17:55:24"	1468533229.8865	-22.757	9999999	-105.91	76.319	0.84	48.793	9999999	50	73	1	864	" Mtot = 840.46. 31 mM NaOH"	"07/14/16"	"17:55:24"	10000047.793	77.159	5.646	1014	31	760.5625462578	22.7200249144832	0	9999999	824.425	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"	3.3
"306"	42	1	"07/14/16 18:15:11"	1468534415.65633	-22.829	9999999	-93.153	72.44	0.797	50.202	9999999	50	73	1	864	" Mtot = 840.46. 31 mM NaOH"	"07/14/16"	"18:15:11"	10000049.202	73.237	5.833	1014	31	760.5625462578	22.7200249144832	0	9999999	824.425	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"	3.3
"396"	42	1	"07/21/16 17:30:40"	1469136544.80204	-22.501	9999999	-164.188	70.974	0.78	57.466	9999999	50	73	1	866	" Mtot = 840.46. 93 mM NaOH. NaOH concentration tripled compared to last time. added more because bags seemed not to be constant i.e. dead."	"07/21/16"	"17:30:40"	10000056.466	71.754	6.606	1019.79	35	764.905403400633	22.643322851425	0	9999999	824.425	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"	6.6
"397"	43	1	"07/21/16 17:41:40"	1469137204.24812	-22.617	9999999	-184.458	70.757	0.777	46.101	9999999	50	73	1	865	" Mtot = 840.46. 93 mM NaOH. NaOH concentration tripled compared to last time. added more because bags seemed not to be constant i.e. dead."	"07/21/16"	"17:41:40"	10000045.101	71.534	5.901	1019.79	35	764.905403400633	22.6171758273471	0	9999999	824.425	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"	6.6
"466"	19	1	"08/02/16 10:54:27"	1470149571.2523	-22.459	9999999	-106.32	69.991	0.769	62.456	9999999	50	73	1	870	" Mtot = 840.46. 93 mM NaOH."	"08/02/16"	"10:54:27"	10000061.456	70.76	7.593	1017.88	38	763.472785586676	22.7905962445398	0	9999999	824.425	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"	8.8
"467"	20	1	"08/02/16 11:06:04"	1470150268.69944	-22.569	9999999	-126.2	70.68	0.777	61.943	9999999	50	73	1	870	" Mtot = 840.46. 93 mM NaOH."	"08/02/16"	"11:06:04"	10000060.943	71.457	6.805	1017.88	38	763.472785586676	22.7905962445398	0	9999999	824.425	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"	8.8
